
bert:
{'ac': 0.906, 'f1': 0.9063511830635118}

RNN distill:
0.18506244797233148 0.772
0.14437720496603784 0.813875
0.11145694239448148 0.83075
0.08792732895107556 0.847125
0.06591163809470674 0.87325
0.04673542674128891 0.872125
0.03429238762085637 0.87275
0.028972954416634344 0.8725
0.02403180540790319 0.869125
0.020611251253595062 0.868625

RNN:

CNN:
0.9014858566224575 0.7208984382450581
0.4229793269187212 0.6886718757450581
0.33694754447788 0.6333984397351742
0.3135377955622971 0.6501953117549419
0.2747395196929574 0.7845703139901161
0.22386108106002212 0.7800781242549419
0.14091363572515547 0.7777343764901161
0.10486111580394208 0.8150390647351742
0.047969975450541824 0.810546875
0.03549122408730909 0.8146484382450581
0.027168857341166586 0.8154296875
0.019882129039615393 0.8160156272351742
0.01627118792384863 0.8160156272351742
0.015880817227298394 0.8150390647351742
0.013744901021709666 0.8179687522351742

CNN distill:
0.18003980202455047 0.788
0.11586505079523046 0.828375
0.08155566994232911 0.876375
0.07883553177197562 0.875
0.08553516572830103 0.876375
0.07369347282475627 0.87025
0.06803933443528012 0.880125
0.05561354988195161 0.8785
0.045728412745165446 0.873
0.04911925973845827 0.851
